what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814428604
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814434032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814435352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814435594
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814437336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814438516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814438743
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814449300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814450574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814450800
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814456160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814462439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814462712
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814467224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814470044
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814470341
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814475177
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814504793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814506129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814506364
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814509536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814511958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814512192
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814515740
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814520651
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814541612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814542776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814543018
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814545952
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814565795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814567483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814567716
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814570473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814573668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814573895
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328814577113
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814578759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814578975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328814582687
error,log,,,"org.tigris.subversion.javahl.ClientException: Unsupported working copy format\nsvn: This client is too old to work with working copy 'C:\\Users\\User\\Desktop'.  You need\nto get a newer Subversion client, or to downgrade this working copy.\nSee http://subversion.tigris.org/faq.html#working-copy-format-change\nfor details.\n",1328814582792
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1328814591465
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1328814591721
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1328814591854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328814607190
error,log,,,"org.tigris.subversion.javahl.ClientException: Unsupported working copy format\nsvn: This client is too old to work with working copy 'C:\\Users\\User\\Desktop'.  You need\nto get a newer Subversion client, or to downgrade this working copy.\nSee http://subversion.tigris.org/faq.html#working-copy-format-change\nfor details.\n",1328814607273
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328814610383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328814613779
error,log,,,"org.tigris.subversion.javahl.ClientException: Unsupported working copy format\nsvn: This client is too old to work with working copy 'C:\\Users\\User\\Desktop'.  You need\nto get a newer Subversion client, or to downgrade this working copy.\nSee http://subversion.tigris.org/faq.html#working-copy-format-change\nfor details.\n",1328814613888
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1328814629784
opened,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1328814660953
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1328814660986
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1328814666659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814670675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814673193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.print",1328814673215
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1328814674329
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1328814701005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328814702365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328815358600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328815361010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328816619311
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1328816620636
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328816622054
